Date	Price
1973 10 26	0.302165
1973 10 29	0.295374
1973 10 30	0.292658
1973 10 31	0.28451
1973 11 1	0.275683
1973 11 2	0.278399
1973 11 5	0.274325
1973 11 6	0.268214
1973 11 7	0.271609
1973 11 8	0.264818
1973 11 9	0.260744
1973 11 12	0.254633
1973 11 13	0.250559
1973 11 14	0.242411
1973 11 15	0.238337
1973 11 16	0.247843
1973 11 19	0.234941
1973 11 20	0.236299
1973 11 21	0.241732
1973 11 23	0.245127
1973 11 26	0.239016
1973 11 27	0.239016
1973 11 28	0.240374
1973 11 29	0.236979
1973 11 30	0.229509
1973 12 3	0.221361
1973 12 4	0.22204
1973 12 5	0.211855
1973 12 6	0.227472
1973 12 7	0.232225
1973 12 10	0.232904
1973 12 11	0.231546
1973 12 12	0.22204
1973 12 13	0.220682
1973 12 14	0.228151
1973 12 17	0.224077
1973 12 18	0.223398
1973 12 19	0.224077
1973 12 20	0.224756
1973 12 21	0.221361
1973 12 24	0.216608
1973 12 26	0.224756
1973 12 27	0.230188
1973 12 28	0.222719
1973 12 31	0.220003
1974 1 2	0.220003
1974 1 3	0.222719
1974 1 4	0.220682
1974 1 7	0.218645
1974 1 8	0.217966
1974 1 9	0.21525
1974 1 10	0.215929
1974 1 11	0.224077
1974 1 14	0.226793
1974 1 15	0.22883
1974 1 16	0.236979
1974 1 17	0.245127
1974 1 18	0.236979
1974 1 21	0.243769
1974 1 22	0.24988
1974 1 23	0.252596
1974 1 24	0.24988
1974 1 25	0.246701
1974 1 28	0.245319
1974 1 29	0.247392
1974 1 30	0.251538
1974 1 31	0.251538
1974 2 1	0.250156
1974 2 4	0.23979
1974 2 5	0.242555
1974 2 6	0.243937
1974 2 7	0.24601
1974 2 8	0.246701
1974 2 11	0.242555
1974 2 12	0.244628
1974 2 13	0.242555
1974 2 14	0.245319
1974 2 15	0.24601
1974 2 19	0.241864
1974 2 20	0.24601
1974 2 21	0.248774
1974 2 22	0.25292
1974 2 25	0.252229
1974 2 26	0.256375
1974 2 27	0.259139
1974 2 28	0.259139
1974 3 1	0.259139
1974 3 4	0.260522
1974 3 5	0.267432
1974 3 6	0.278489
1974 3 7	0.275033
1974 3 8	0.279871
1974 3 11	0.284708
1974 3 12	0.284017
1974 3 13	0.286781
1974 3 14	0.290236
1974 3 15	0.286781
1974 3 18	0.282635
1974 3 19	0.282635
1974 3 20	0.284017
1974 3 21	0.283326
1974 3 22	0.281944
1974 3 25	0.284017
1974 3 26	0.285399
1974 3 27	0.281253
1974 3 28	0.271578
1974 3 29	0.271578
1974 4 1	0.268123
1974 4 2	0.269505
1974 4 3	0.275033
1974 4 4	0.277106
1974 4 5	0.271578
1974 4 8	0.272269
1974 4 9	0.275724
1974 4 10	0.276415
1974 4 11	0.278489
1974 4 15	0.281944
1974 4 16	0.288854
1974 4 17	0.290927
1974 4 18	0.289545
1974 4 19	0.288163
1974 4 22	0.288854
1974 4 23	0.284017
1974 4 24	0.279383
1974 4 25	0.275172
1974 4 26	0.27798
1974 4 29	0.277278
1974 4 30	0.277278
1974 5 1	0.286403
1974 5 2	0.286403
1974 5 3	0.287105
1974 5 6	0.290615
1974 5 7	0.292721
1974 5 8	0.289211
1974 5 9	0.294125
1974 5 10	0.289913
1974 5 13	0.284999
1974 5 14	0.280787
1974 5 15	0.282893
1974 5 16	0.275874
1974 5 17	0.273066
1974 5 20	0.27798
1974 5 21	0.27798
1974 5 22	0.273768
1974 5 23	0.280787
1974 5 24	0.284297
1974 5 28	0.288509
1974 5 29	0.289913
1974 5 30	0.290615
1974 5 31	0.290615
1974 6 3	0.294125
1974 6 4	0.295529
1974 6 5	0.299039
1974 6 6	0.300443
1974 6 7	0.299039
1974 6 10	0.30325
1974 6 11	0.30325
1974 6 12	0.301846
1974 6 13	0.301846
1974 6 14	0.301144
1974 6 17	0.297635
1974 6 18	0.296933
1974 6 19	0.294125
1974 6 20	0.295529
1974 6 21	0.292721
1974 6 24	0.292721
1974 6 25	0.296231
1974 6 26	0.293423
1974 6 27	0.286403
1974 6 28	0.275172
1974 7 1	0.275874
1974 7 2	0.273768
1974 7 3	0.27447
1974 7 5	0.27447
1974 7 8	0.268854
1974 7 9	0.268854
1974 7 10	0.26043
1974 7 11	0.259728
1974 7 12	0.268854
1974 7 15	0.273066
1974 7 16	0.271662
1974 7 17	0.276576
1974 7 18	0.273066
1974 7 19	0.271662
1974 7 22	0.27096
1974 7 23	0.273066
1974 7 24	0.272364
1974 7 25	0.266939
1974 7 26	0.259802
1974 7 29	0.258374
1974 7 30	0.25195
1974 7 31	0.249809
1974 8 1	0.254092
1974 8 2	0.25195
1974 8 5	0.253378
1974 8 6	0.256947
1974 8 7	0.261229
1974 8 8	0.256233
1974 8 9	0.253378
1974 8 12	0.246241
1974 8 13	0.243386
1974 8 14	0.232679
1974 8 15	0.230538
1974 8 16	0.229824
1974 8 19	0.22697
1974 8 20	0.229111
1974 8 21	0.22697
1974 8 22	0.225542
1974 8 23	0.224828
1974 8 26	0.222687
1974 8 27	0.217691
1974 8 28	0.211981
1974 8 29	0.212695
1974 8 30	0.22697
1974 9 3	0.224115
1974 9 4	0.218405
1974 9 5	0.228397
1974 9 6	0.230538
1974 9 9	0.225542
1974 9 10	0.226256
1974 9 11	0.22697
1974 9 12	0.225542
1974 9 13	0.214836
1974 9 16	0.218405
1974 9 17	0.222687
1974 9 18	0.224115
1974 9 19	0.228397
1974 9 20	0.228397
1974 9 23	0.226256
1974 9 24	0.224115
1974 9 25	0.216263
1974 9 26	0.212695
1974 9 27	0.20984
1974 9 30	0.210553
1974 10 1	0.212695
1974 10 2	0.212695
1974 10 3	0.20413
1974 10 4	0.200561
1974 10 7	0.204844
1974 10 8	0.19271
1974 10 9	0.197706
1974 10 10	0.200561
1974 10 11	0.205557
1974 10 14	0.20984
1974 10 15	0.206985
1974 10 16	0.203416
1974 10 17	0.202702
1974 10 18	0.201989
1974 10 21	0.191996
1974 10 22	0.187714
1974 10 23	0.179863
1974 10 24	0.179149
1974 10 25	0.176512
1974 10 28	0.171385
1974 10 29	0.184568
1974 10 30	0.18823
1974 10 31	0.188963
1974 11 1	0.186766
1974 11 4	0.183104
1974 11 5	0.186766
1974 11 6	0.194822
1974 11 7	0.202879
1974 11 8	0.202146
1974 11 11	0.199217
1974 11 12	0.195555
1974 11 13	0.19409
1974 11 14	0.192625
1974 11 15	0.183836
1974 11 18	0.177977
1974 11 19	0.180174
1974 11 20	0.179441
1974 11 21	0.180174
1974 11 22	0.181639
1974 11 25	0.179441
1974 11 26	0.181639
1974 11 27	0.183104
1974 11 29	0.180906
1974 12 2	0.178709
1974 12 3	0.177244
1974 12 4	0.178709
1974 12 5	0.178709
1974 12 6	0.176512
1974 12 9	0.179441
1974 12 10	0.187498
1974 12 11	0.19116
1974 12 12	0.194822
1974 12 13	0.193357
1974 12 16	0.196287
1974 12 17	0.197752
1974 12 18	0.199949
1974 12 19	0.199949
1974 12 20	0.197019
1974 12 23	0.194822
1974 12 24	0.197019
1974 12 26	0.200681
1974 12 27	0.196287
1974 12 30	0.194822
1974 12 31	0.195555
1975 1 2	0.198484
1975 1 3	0.201414
1975 1 6	0.206541
1975 1 7	0.204344
1975 1 8	0.203611
1975 1 9	0.213865
1975 1 10	0.21533
1975 1 13	0.213865
1975 1 14	0.2124
1975 1 15	0.213865
1975 1 16	0.213865
1975 1 17	0.210203
1975 1 20	0.20947
1975 1 21	0.208738
1975 1 22	0.210935
1975 1 23	0.20947
1975 1 24	0.215763
1975 1 27	0.223255
1975 1 28	0.221757
1975 1 29	0.224004
1975 1 30	0.221007
1975 1 31	0.220258
1975 2 3	0.223255
1975 2 4	0.205275
1975 2 5	0.210519
1975 2 6	0.205275
1975 2 7	0.205275
1975 2 10	0.205275
1975 2 11	0.206773
1975 2 12	0.215763
1975 2 13	0.212766
1975 2 14	0.214265
1975 2 18	0.210519
1975 2 19	0.20977
1975 2 20	0.204525
1975 2 21	0.209021
1975 2 24	0.204525
1975 2 25	0.197034
1975 2 26	0.20003
1975 2 27	0.194786
1975 2 28	0.197783
1975 3 3	0.20003
1975 3 4	0.206024
1975 3 5	0.206024
1975 3 6	0.210519
1975 3 7	0.215763
1975 3 10	0.223255
1975 3 11	0.224753
1975 3 12	0.223255
1975 3 13	0.221757
1975 3 14	0.220258
1975 3 17	0.224004
1975 3 18	0.224004
1975 3 19	0.221007
1975 3 20	0.225502
1975 3 21	0.226252
1975 3 24	0.220258
1975 3 25	0.221757
1975 3 26	0.223255
1975 3 27	0.224004
1975 3 31	0.222506
1975 4 1	0.221757
1975 4 2	0.219509
1975 4 3	0.213516
1975 4 4	0.210519
1975 4 7	0.207522
1975 4 8	0.210519
1975 4 9	0.212766
1975 4 10	0.221757
1975 4 11	0.221007
1975 4 14	0.224004
1975 4 15	0.222506
1975 4 16	0.221757
1975 4 17	0.221757
1975 4 18	0.220258
1975 4 21	0.223255
1975 4 22	0.226252
1975 4 23	0.224004
1975 4 24	0.223851
1975 4 25	0.222328
1975 4 28	0.219283
1975 4 29	0.21776
1975 4 30	0.219283
1975 5 1	0.221567
1975 5 2	0.220805
1975 5 5	0.223851
1975 5 6	0.220805
1975 5 7	0.218521
1975 5 8	0.218521
1975 5 9	0.222328
1975 5 12	0.223851
1975 5 13	0.232988
1975 5 14	0.241363
1975 5 15	0.236795
1975 5 16	0.233749
1975 5 19	0.234511
1975 5 20	0.227658
1975 5 21	0.225374
1975 5 22	0.226135
1975 5 23	0.227658
1975 5 27	0.225374
1975 5 28	0.222328
1975 5 29	0.224612
1975 5 30	0.225374
1975 6 2	0.221567
1975 6 3	0.22309
1975 6 4	0.224612
1975 6 5	0.223851
1975 6 6	0.223851
1975 6 9	0.222328
1975 6 10	0.216237
1975 6 11	0.216237
1975 6 12	0.216237
1975 6 13	0.21776
1975 6 16	0.223851
1975 6 17	0.219283
1975 6 18	0.220805
1975 6 19	0.227658
1975 6 20	0.226135
1975 6 23	0.227658
1975 6 24	0.230704
1975 6 25	0.232226
1975 6 26	0.243647
1975 6 27	0.249739
1975 6 30	0.2505
1975 7 1	0.243647
1975 7 2	0.242125
1975 7 3	0.246693
1975 7 7	0.246693
1975 7 8	0.247454
1975 7 9	0.255068
1975 7 10	0.257353
1975 7 11	0.254307
1975 7 14	0.254307
1975 7 15	0.25583
1975 7 16	0.251261
1975 7 17	0.248216
1975 7 18	0.244409
1975 7 21	0.243647
1975 7 22	0.242886
1975 7 23	0.23984
1975 7 24	0.240602
1975 7 25	0.238127
1975 7 28	0.236581
1975 7 29	0.237354
1975 7 30	0.240446
1975 7 31	0.24122
1975 8 1	0.236581
1975 8 4	0.236581
1975 8 5	0.235034
1975 8 6	0.2389
1975 8 7	0.239673
1975 8 8	0.239673
1975 8 11	0.242766
1975 8 12	0.243539
1975 8 13	0.24122
1975 8 14	0.242766
1975 8 15	0.241993
1975 8 18	0.24122
1975 8 19	0.237354
1975 8 20	0.235034
1975 8 21	0.235808
1975 8 22	0.239673
1975 8 25	0.240446
1975 8 26	0.24122
1975 8 27	0.238127
1975 8 28	0.242766
1975 8 29	0.244312
1975 9 2	0.24122
1975 9 3	0.240446
1975 9 4	0.238127
1975 9 5	0.236581
1975 9 8	0.236581
1975 9 9	0.228076
1975 9 10	0.220345
1975 9 11	0.22421
1975 9 12	0.22421
1975 9 15	0.222664
1975 9 16	0.220345
1975 9 17	0.216479
1975 9 18	0.221118
1975 9 19	0.224984
1975 9 22	0.224984
1975 9 23	0.225757
1975 9 24	0.228076
1975 9 25	0.229622
1975 9 26	0.232715
1975 9 29	0.228076
1975 9 30	0.22421
1975 10 1	0.221891
1975 10 2	0.221891
1975 10 3	0.227303
1975 10 6	0.229622
1975 10 7	0.234261
1975 10 8	0.2389
1975 10 9	0.239673
1975 10 10	0.235034
1975 10 13	0.240446
1975 10 14	0.239673
1975 10 15	0.236581
1975 10 16	0.236581
1975 10 17	0.237354
1975 10 20	0.240446
1975 10 21	0.249724
1975 10 22	0.252817
1975 10 23	0.256682
1975 10 24	0.249464
1975 10 27	0.253387
1975 10 28	0.25574
1975 10 29	0.251033
1975 10 30	0.251818
1975 10 31	0.252602
1975 11 3	0.253387
1975 11 4	0.256525
1975 11 5	0.2628
1975 11 6	0.264369
1975 11 7	0.266723
1975 11 10	0.266723
1975 11 11	0.269076
1975 11 12	0.276921
1975 11 13	0.275352
1975 11 14	0.274568
1975 11 17	0.268292
1975 11 18	0.268292
1975 11 19	0.261231
1975 11 20	0.265154
1975 11 21	0.266723
1975 11 24	0.265938
1975 11 25	0.267507
1975 11 26	0.267507
1975 11 28	0.268292
1975 12 1	0.268292
1975 12 2	0.265154
1975 12 3	0.258878
1975 12 4	0.260447
1975 12 5	0.258878
1975 12 8	0.2628
1975 12 9	0.264369
1975 12 10	0.266723
1975 12 11	0.269076
1975 12 12	0.272214
1975 12 15	0.274568
1975 12 16	0.276921
1975 12 17	0.274568
1975 12 18	0.276921
1975 12 19	0.273783
1975 12 22	0.276137
1975 12 23	0.279274
1975 12 24	0.279274
1975 12 26	0.281628
1975 12 29	0.277706
1975 12 30	0.274568
1975 12 31	0.276137
1976 1 2	0.276921
1976 1 5	0.283981
1976 1 6	0.287904
1976 1 7	0.287904
1976 1 8	0.290257
1976 1 9	0.29418
1976 1 12	0.302809
1976 1 13	0.298886
1976 1 14	0.306731
1976 1 15	0.304378
1976 1 16	0.304378
1976 1 19	0.316145
1976 1 20	0.323205
1976 1 21	0.325559
1976 1 22	0.32399
1976 1 23	0.324624
1976 1 26	0.322243
1976 1 27	0.315893
1976 1 28	0.313512
1976 1 29	0.311131
1976 1 30	0.3151
1976 2 2	0.317481
1976 2 3	0.315893
1976 2 4	0.316687
1976 2 5	0.315893
1976 2 6	0.316687
1976 2 9	0.318274
1976 2 10	0.323037
1976 2 11	0.322243
1976 2 12	0.319862
1976 2 13	0.315893
1976 2 17	0.311925
1976 2 18	0.319068
1976 2 19	0.334942
1976 2 20	0.328592
1976 2 23	0.32383
1976 2 24	0.325418
1976 2 25	0.330974
1976 2 26	0.33018
1976 2 27	0.324624
1976 3 1	0.326211
1976 3 2	0.329386
1976 3 3	0.330974
1976 3 4	0.327005
1976 3 5	0.338911
1976 3 8	0.349229
1976 3 9	0.350022
1976 3 10	0.356372
1976 3 11	0.364309
1976 3 12	0.356372
1976 3 15	0.352403
1976 3 16	0.354785
1976 3 17	0.358753
1976 3 18	0.354785
1976 3 19	0.352403
1976 3 22	0.350816
1976 3 23	0.353991
1976 3 24	0.358753
1976 3 25	0.358753
1976 3 26	0.357959
1976 3 29	0.358753
1976 3 30	0.357166
1976 3 31	0.361928
1976 4 1	0.36034
1976 4 2	0.363515
1976 4 5	0.369865
1976 4 6	0.371452
1976 4 7	0.365103
1976 4 8	0.361134
1976 4 9	0.369865
1976 4 12	0.369071
1976 4 13	0.379389
1976 4 14	0.378596
1976 4 15	0.379389
1976 4 19	0.379389
1976 4 20	0.383358
1976 4 21	0.384152
1976 4 22	0.382564
1976 4 23	0.376791
1976 4 26	0.3808
1976 4 27	0.3808
1976 4 28	0.383205
1976 4 29	0.387213
1976 4 30	0.3808
1976 5 3	0.370378
1976 5 4	0.371981
1976 5 5	0.365568
1976 5 6	0.367171
1976 5 7	0.370378
1976 5 10	0.378395
1976 5 11	0.378395
1976 5 12	0.375188
1976 5 13	0.373584
1976 5 14	0.369576
1976 5 17	0.367171
1976 5 18	0.365568
1976 5 19	0.359154
1976 5 20	0.363964
1976 5 21	0.358352
1976 5 24	0.346327
1976 5 25	0.347931
1976 5 26	0.351137
1976 5 27	0.350336
1976 5 28	0.351939
1976 6 1	0.352741
1976 6 2	0.357551
1976 6 3	0.363163
1976 6 4	0.362361
1976 6 7	0.363964
1976 6 8	0.368774
1976 6 9	0.365568
1976 6 10	0.371179
1976 6 11	0.371981
1976 6 14	0.371179
1976 6 15	0.367973
1976 6 16	0.373584
1976 6 17	0.378395
1976 6 18	0.3808
1976 6 21	0.379196
1976 6 22	0.372783
1976 6 23	0.372783
1976 6 24	0.37599
1976 6 25	0.377593
1976 6 28	0.376791
1976 6 29	0.37599
1976 6 30	0.375188
1976 7 1	0.371981
1976 7 2	0.365568
1976 7 6	0.355146
1976 7 7	0.361559
1976 7 8	0.367973
1976 7 9	0.374386
1976 7 12	0.378395
1976 7 13	0.383205
1976 7 14	0.382403
1976 7 15	0.37599
1976 7 16	0.367171
1976 7 19	0.365568
1976 7 20	0.361559
1976 7 21	0.362361
1976 7 22	0.359956
1976 7 23	0.362361
1976 7 26	0.364766
1976 7 27	0.365904
1976 7 28	0.364278
1976 7 29	0.366717
1976 7 30	0.36753
1976 8 2	0.366717
1976 8 3	0.374848
1976 8 4	0.375661
1976 8 5	0.371596
1976 8 6	0.368343
1976 8 9	0.36753
1976 8 10	0.374035
1976 8 11	0.365904
1976 8 12	0.36753
1976 8 13	0.365904
1976 8 16	0.365091
1976 8 17	0.36753
1976 8 18	0.36753
1976 8 19	0.364278
1976 8 20	0.357773
1976 8 23	0.35452
1976 8 24	0.339884
1976 8 25	0.353707
1976 8 26	0.352081
1976 8 27	0.355333
1976 8 30	0.360212
1976 8 31	0.360212
1976 9 1	0.365091
1976 9 2	0.362651
1976 9 3	0.363465
1976 9 7	0.365091
1976 9 8	0.364278
1976 9 9	0.363465
1976 9 10	0.363465
1976 9 13	0.363465
1976 9 14	0.361838
1976 9 15	0.358586
1976 9 16	0.362651
1976 9 17	0.370783
1976 9 20	0.373222
1976 9 21	0.388671
1976 9 22	0.382979
1976 9 23	0.381353
1976 9 24	0.387045
1976 9 27	0.39355
1976 9 28	0.386232
1976 9 29	0.387045
1976 9 30	0.386232
1976 10 1	0.377288
1976 10 4	0.378914
1976 10 5	0.374035
1976 10 6	0.374035
1976 10 7	0.376474
1976 10 8	0.374848
1976 10 11	0.364278
1976 10 12	0.364278
1976 10 13	0.36753
1976 10 14	0.360212
1976 10 15	0.361838
1976 10 18	0.361025
1976 10 19	0.361025
1976 10 20	0.365904
1976 10 21	0.363465
1976 10 22	0.361025
1976 10 25	0.364278
1976 10 26	0.366257
1976 10 27	0.372031
1976 10 28	0.370381
1976 10 29	0.374506
1976 11 1	0.378631
1976 11 3	0.377806
1976 11 4	0.38358
1976 11 5	0.374506
1976 11 8	0.367907
1976 11 9	0.364607
1976 11 10	0.362957
1976 11 11	0.366257
1976 11 12	0.362957
1976 11 15	0.363782
1976 11 16	0.362132
1976 11 17	0.362957
1976 11 18	0.373681
1976 11 19	0.376981
1976 11 22	0.379455
1976 11 23	0.376156
1976 11 24	0.369557
1976 11 26	0.368732
1976 11 29	0.361308
1976 11 30	0.360483
1976 12 1	0.366257
1976 12 2	0.369557
1976 12 3	0.369557
1976 12 6	0.375331
1976 12 7	0.374506
1976 12 8	0.378631
1976 12 9	0.382755
1976 12 10	0.38523
1976 12 13	0.382755
1976 12 14	0.387704
1976 12 15	0.391829
1976 12 16	0.394304
1976 12 17	0.389354
1976 12 20	0.388529
1976 12 21	0.389354
1976 12 22	0.396778
1976 12 23	0.395953
1976 12 27	0.405852
1976 12 28	0.405852
1976 12 29	0.403378
1976 12 30	0.404203
1976 12 31	0.405852
1977 1 3	0.404203
1977 1 4	0.392654
1977 1 5	0.387704
1977 1 6	0.394304
1977 1 7	0.396778
1977 1 10	0.400078
1977 1 11	0.397603
1977 1 12	0.399253
